,user_id,name,review_count,yelping_since,useful,funny,cool,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
118398,MCJrzBgUjG-m1fi7EpRTWA,Jack,34,2016-05-29 16:34:46,221,97,135,14,4.27,2,0,0,0,0,1,11,7,7,4,0
118439,2HlFy4OpzNNYagi99rIpbg,R.,25,2014-03-11 17:41:26,35,4,4,1,3.48,0,0,0,0,0,2,0,0,0,0,0
118450,EcySB4Ywi9oEzKyIZWcUYw,Jean F.,151,2012-11-20 01:12:04,148,91,72,1,3.3,0,0,0,0,0,3,4,1,1,3,0
118460,_Ou4gSp4qS12LQ8-t-PTBw,Brooklyn,24,2012-06-30 15:50:00,18,4,7,0,4.24,0,0,0,0,0,1,0,1,1,0,0
118468,fL68hc4zw376QuRTnmPEzA,Suzie,11,2018-01-22 16:37:02,4,2,1,0,3.82,0,0,0,0,0,0,0,0,0,0,0
118479,HzPwQpj8ixfq7rul1XU0TA,J.,33,2011-06-04 19:06:08,40,12,14,2,3.97,0,1,0,0,0,0,1,0,0,0,0
118516,HhJl-9gTUNiP2xYx5alkXQ,Niki,6,2016-02-01 02:24:48,5,1,1,0,3.33,0,0,0,0,0,0,0,1,1,0,0
118517,4KlNAUSOetHlocUGc36vuw,Carlos,50,2010-01-06 23:46:04,44,3,12,1,3.42,0,0,0,0,0,2,0,1,1,1,0
118619,SxQXBxCoGYc868nH8Cg0dQ,Krystal,71,2012-08-12 03:06:36,93,15,60,1,4.35,0,0,0,0,0,4,0,2,2,2,1
118620,pQNAhDZAfnw1Jp5K8NTGHw,Candace,2,2016-01-24 20:03:03,1,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0
118660,ulrRyKesfZSp2GuQTPmU-w,Mark,672,2016-03-27 22:52:16,217,50,57,6,4.94,0,0,0,0,0,0,0,0,0,1,0
118670,xt0NVfIGNUTk9C26GSYwFw,Barb,1,2015-02-19 15:40:20,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0
118680,GuLAMv79Jfm2xrTX4DbIFA,Katherine,6,2014-11-01 17:23:01,1,0,2,0,4.33,0,0,0,0,0,1,0,0,0,0,0
118702,hAtHq6r_mLuv0kbfZzPdpQ,Natasha,15,2014-06-24 21:15:33,31,3,3,1,3.0,0,0,0,0,0,0,0,0,0,0,0
118754,O3TsAq_f_gyxYuQeM2euQA,Yan,2,2015-08-28 22:46:50,2,1,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0
118768,hUX6Vz8OqFU9PL15HMiWOw,June,55,2015-03-23 16:10:06,49,10,19,0,3.78,0,1,0,0,0,2,0,1,1,3,0
118834,vP8ti9EvTfdw9J-n6WL_-A,Lisa,22,2015-02-22 22:35:13,11,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0,0
118848,wxxrTI8ey7Q4m52xmCfxNQ,Nicholas,3,2015-06-21 20:08:11,1,0,0,1,3.0,0,0,0,0,0,0,0,0,0,0,0
118849,OnscNsIPzQHnEqgYVtjXKg,Abby,25,2014-07-26 19:39:28,21,1,2,2,3.19,0,0,0,0,0,0,1,0,0,0,0
118855,0KvlonHvU5v8n9_N02P4bA,Debbie,33,2015-04-04 21:17:59,11,0,4,1,4.32,0,0,0,0,0,0,0,0,0,0,1
118875,c6YwRZiTboX_Y_ZIPhtWPw,Haley,213,2014-09-22 19:12:24,130,35,28,2,3.66,0,1,0,0,0,2,1,1,1,0,1
118914,PRTVH012xMnJbtgO6ycXFw,Aimee,34,2013-02-10 23:53:19,10,3,3,0,4.15,0,0,0,0,0,0,0,0,0,0,0
118919,OP9cFRqbX1zORFPXUOSwjA,Elizabeth,13,2012-06-18 20:15:30,7,0,2,0,3.85,0,0,0,0,0,0,0,1,1,0,0
118920,JORDVXBen6Bzuwy47BEL-Q,J,43,2012-11-07 03:08:13,36,8,13,0,4.35,0,0,0,0,0,0,0,0,0,0,0
118924,tDJS1PDT2Y5fyiH38ABLYQ,JohnnyAY,81,2009-12-31 04:30:41,104,8,42,1,3.59,0,0,0,0,0,1,10,1,1,0,0
118941,S26q1s1kVg0EekPYoFTmXQ,Charlotte,35,2012-10-26 17:50:46,9,1,0,0,3.69,0,0,0,0,0,1,0,0,0,0,0
118948,QpQHgHHaBrrJYZlo4jKEVQ,William,13,2012-10-10 15:16:43,1,0,0,0,4.15,0,0,0,0,0,0,0,0,0,0,0
118961,jqmHjyWfizGpNsrlMIyyLA,Brandi,6,2016-01-13 22:31:45,4,1,1,0,4.5,0,0,0,0,0,0,0,0,0,0,0
118985,VPDXiCZjBW_3b7qB8u1BTg,Stephanie,10,2013-06-30 20:33:30,6,4,2,0,4.6,0,0,0,0,0,0,0,0,0,0,0
118993,1xMo3tOIW1s9J1VhwES20A,Taylor,71,2011-02-24 05:33:58,69,7,7,2,2.9,0,0,0,0,1,0,2,0,0,0,0
119041,iXT_BdUJ9kCeMj0l16s28Q,Pink,85,2012-04-18 03:08:50,127,25,17,2,3.07,0,0,0,0,0,3,1,0,0,0,0
119088,lajFU_Rs3kn7Gbt5REmKsg,Maria,49,2015-08-23 23:49:23,47,8,16,2,4.33,1,0,0,0,0,0,2,1,1,0,1
119091,EuMFWgEnd8HuQGxuUE8zpA,Rahmir,155,2014-08-13 14:18:06,329,32,169,15,3.55,10,1,0,0,0,12,16,17,17,3,14
119123,aN8lo-4h_ImGtSOupgoIGA,Carlyn,32,2015-07-28 09:38:33,20,3,5,1,4.21,0,0,0,0,0,0,1,0,0,0,0
119130,y8Fhw_wEYfLqid7945vjfQ,M,9,2013-09-08 16:31:34,28,5,9,0,1.71,0,1,0,0,0,0,0,1,1,0,0
119133,0rZATFxA3g5prUPjCz_6XA,Arthur,12,2013-07-24 21:13:45,4,0,0,1,4.2,0,0,0,0,0,0,1,0,0,0,0
119142,IugdlU7x8kQDHP3S_e58Sg,David,27,2015-06-01 20:04:34,17,4,1,0,3.29,0,0,0,0,0,1,0,0,0,1,0
119197,-mi0VZRukKg2yIGvcZBhiA,Jen,5,2014-05-19 07:45:42,0,0,3,0,3.8,0,0,0,0,0,0,1,0,0,0,0
119209,5yuam4dcjNxgk8Mop1Y9qg,Marissa,42,2012-09-23 21:27:47,39,11,20,2,3.91,0,1,0,0,0,1,4,2,2,2,0
119221,Q6UlUTwp2nbyrVz32lxnRQ,Rosanna,6,2012-11-14 04:02:44,2,0,0,0,2.89,0,0,0,0,0,0,0,0,0,0,0
119231,XVkRkMnry6MsPNEIos6SXg,K,270,2016-09-05 22:47:28,167,43,34,2,3.0,0,0,0,0,0,2,1,0,0,0,0
119234,4kFvXH1et2EiGYE3eD1wYg,Carol,142,2014-02-05 02:26:40,64,14,12,0,3.71,0,0,0,0,0,0,0,0,0,0,0
119262,2j4H7QuzrsLVZW-Gbrtstw,Jennie,13,2013-01-26 22:26:23,3,0,0,0,3.38,0,1,0,0,0,0,0,0,0,0,0
119266,7nWiww8-4cx0NXkeRY-paQ,Bryona,12,2014-05-29 17:45:03,7,0,3,1,4.92,0,0,0,0,0,0,0,0,0,0,0
119277,xzQojNw9JENcFCFmx6WN1w,E,40,2014-01-18 23:37:46,71,10,14,0,3.18,0,0,0,0,0,0,1,0,0,0,0
119282,KmjtPWZXldfrg_83vUW9JA,Laura,19,2009-11-12 06:16:56,26,5,4,2,3.95,0,0,0,0,0,0,1,1,1,0,0
119304,9SEigi6soUMjn8qpmEadCA,Steven,2,2016-06-08 11:18:44,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0
119318,3T-sEkytvMLFs03LDqWGUA,Joseph,169,2017-05-21 00:00:37,55,13,15,1,3.1,0,0,0,0,0,1,0,0,0,0,0
119360,xZ21knxEvAXP7wzX_4Rd9Q,Jen,14,2012-11-23 15:48:25,5,1,2,1,4.67,0,0,0,0,0,0,0,1,1,1,0
119393,tO2LtoiXyA-AH0usdPezMg,Elaina,49,2017-03-13 13:40:15,65,6,14,3,4.07,0,0,0,1,0,2,0,1,1,0,1
119400,vmrgNtSFski06t6MegPtew,Debbie,13,2016-06-25 16:53:10,4,2,0,0,3.47,0,0,0,0,0,0,0,0,0,0,0
119437,07JMPXVKR6OE8AG3cJAsgQ,Kassi,62,2016-06-25 20:54:13,19,3,4,1,4.27,0,0,0,0,0,2,1,0,0,0,0
119448,7yFKQvxVZPqYPeckr4h2Kg,Meg,4,2013-08-27 16:37:30,8,6,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0
119453,0JPM6D5cZRB_Bsl_R3U7VQ,Stefanie,14,2016-06-04 19:22:35,15,2,7,0,4.13,0,0,0,0,0,0,0,0,0,0,1
119561,BuydhNCH23lA9R3sNEJD2Q,Patty,225,2011-08-13 23:54:00,232,375,170,5,4.5600000000000005,2,0,0,0,0,9,4,15,15,3,0
119564,cG5l8U9R8PPOL5Ktr9bg3Q,Tommy,52,2016-05-23 22:33:36,22,10,14,0,3.77,0,0,0,0,0,0,0,0,0,0,0
119576,d5Vgxw5ULNj5CZVMHH926A,Kim,10,2013-07-21 18:32:00,7,0,1,0,3.36,0,0,0,0,0,0,0,0,0,0,0
119587,sel0rQltbowh2K2ULesMIw,Kimberly,42,2017-01-14 20:16:23,37,12,14,3,4.05,0,2,0,0,0,0,2,0,0,1,0
119590,uuKcy9obETVmdZcVfc55yw,Shawn,2,2016-01-26 02:27:03,6,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0
119602,1_f0hO_rujIBwsbTyIPcaQ,Bhumika,11,2015-10-17 17:13:54,6,0,1,0,4.82,0,0,0,0,0,0,0,0,0,0,0
119603,xnhxdryUjLxsldSgbdZhAw,Al,250,2007-09-27 15:33:22,224,23,48,8,3.23,0,2,1,0,0,9,1,0,0,2,0
119611,onlB4GTIXOtdRLFQ1JOKCQ,Bradford,100,2013-07-18 17:03:08,122,29,63,6,4.02,2,1,0,1,0,2,3,5,5,13,0
119614,JdldkTx-f-tjFdlG7JQXAA,Jason,18,2016-04-26 19:48:54,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0
119636,kGek5IhSo2Zo5KeXJMAxgQ,Kate,92,2015-07-28 06:00:58,107,8,74,3,4.2,0,1,2,0,0,5,2,1,1,2,2
119643,cS6YEWxgQ9u67HnMP9MHDQ,QinQiong,13,2016-01-13 22:02:11,9,1,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0
119666,3S-2O0HMFipgZF9OHHBVVg,Kristina,68,2010-04-01 18:00:40,46,7,10,1,4.24,0,1,1,0,0,1,0,0,0,0,0
119672,SaG12tut-Tswdm66lnpO4A,D,7,2016-03-01 20:59:14,4,5,1,0,2.29,0,0,0,0,0,0,0,0,0,0,0
119680,l-mAiTxBHm2mm9DET4oIfA,Carter,297,2014-01-29 05:10:32,240,60,106,7,3.92,0,6,0,0,0,6,2,8,8,7,1
119706,42rtziCi6ep-7qmfN3Awkw,Amandalynn,3,2014-04-06 19:59:45,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0
119720,SR-IhsKy8PbBHF7YwtFO-g,Kelly,53,2014-11-24 23:52:12,40,7,24,3,3.9,1,0,1,0,0,0,3,1,1,0,1
119735,xWRbcBl3J7ujNxHoooK4Cw,Anthony,4,2015-04-26 01:24:55,5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0
119741,t_nG-sK6FZN16qRJhnxzmQ,Doug,7,2014-03-06 02:38:03,4,3,1,1,2.43,0,0,0,0,0,0,0,0,0,0,0
119760,rWjs0I7UWi4VfddFAPOsSA,Susan,16,2016-08-13 23:08:57,12,4,3,0,2.81,0,0,0,0,0,0,0,0,0,0,0
119763,Bs-SGjjPlyi57WFH_5w-DQ,Angie,18,2016-08-28 00:47:11,3,1,1,0,4.17,0,0,0,0,0,0,0,0,0,0,0
119767,J6L7Z8gUlDnqLBkCQlUjOQ,Mike,15,2015-09-03 12:39:22,10,2,1,0,2.69,0,0,0,0,0,0,0,0,0,0,1
119774,_Bo0kiJsH60y-R_3rORJxw,Matt,157,2013-07-16 17:37:16,113,29,17,0,3.39,0,1,0,0,0,0,0,0,0,0,0
119795,HzZS4iXhGQQCtgPyCNZYGw,Andrew,34,2012-10-25 07:41:31,11,2,6,1,4.06,0,0,0,0,0,0,0,0,0,0,0
119805,S--LBxBTNIDHMk_Nv7mBig,Da Bears,142,2016-03-25 02:47:42,195,20,47,0,3.07,0,0,0,0,0,4,0,0,0,0,0
119855,WLaWh3AlPQ9I8V9MjN_BhQ,Victoria,8,2014-10-29 01:11:43,1,0,1,0,4.25,0,0,0,0,0,0,0,0,0,0,0
119883,wTr-31HXnntPmuPI7GUokw,Dave,13,2013-03-20 16:33:24,4,0,1,0,3.85,0,0,0,0,0,0,1,0,0,0,0
119891,MHCmEI3GZcN067i-NAouyg,J.S.,21,2014-08-28 04:34:32,16,3,3,0,3.0,0,0,0,0,0,1,0,0,0,0,0
119893,Zq10K3QsiKTyYjFMX3bPxg,Erin,19,2015-04-27 04:08:27,5,5,4,0,4.5,0,0,0,0,0,0,1,0,0,0,0
119894,B_bU0lEuksKM3QZyKSgfow,Karen,104,2010-05-25 19:28:18,102,12,37,3,4.6,0,0,0,0,0,1,0,0,0,2,0
119955,aJiPpb2V85K_pdmPMQ3WhQ,Winson,20,2011-12-29 05:27:56,28,8,10,0,4.15,0,0,0,0,0,1,1,0,0,0,0
119987,iYmBxh28FETa34xj1reL5Q,Jason,18,2015-06-04 20:16:35,22,2,8,1,3.68,0,0,0,0,0,0,0,0,0,2,0
120032,UujSdQjiThgIFbXPYcFLBA,Linzie,21,2012-07-20 16:38:24,3,0,1,0,3.95,0,0,0,0,0,0,0,0,0,0,0
120050,PUxW9rnZoVAPg82_DxxMPA,Telia,17,2011-06-17 17:47:45,8,3,6,0,4.41,0,1,0,0,0,0,1,0,0,1,0
120057,UKHJH03-vGWz5jvFQia-Ww,Mj,40,2012-07-10 14:34:15,24,3,1,0,4.07,0,0,0,0,0,0,0,1,1,0,0
120071,m9pmq0lKIBuZkigwjqtSXA,Meredith,3,2012-10-17 22:12:08,6,0,5,0,5.0,1,0,0,0,0,0,1,3,3,0,0
120074,IPcgVWB-KXlb5bqt8fqE0Q,Troy,442,2015-10-03 03:22:15,682,173,285,16,3.39,2,0,1,0,0,14,16,23,23,12,9
120077,SKB3oRNawwZxPdmjYNSPKQ,Sunny,488,2012-02-01 20:08:45,181,27,70,3,3.89,0,0,0,0,0,1,6,1,1,1,0
120090,TNtzrpaX1Rn27WGZnTY-iw,J,103,2010-11-16 22:25:33,94,7,32,5,3.45,1,0,0,0,0,0,3,3,3,2,2
120114,NfoUVmfvDDtYGuSgtuZkkQ,Martin,169,2014-05-26 22:48:01,173,19,44,0,3.39,0,0,0,0,0,0,3,0,0,4,0
120130,f-NTwoMekzgx43BGfaiH2g,Curtiss,23,2010-08-29 23:38:34,27,9,1,1,2.13,0,0,0,0,0,0,1,0,0,0,0
120149,VGNnJmI48J-LwmxgbVWSTw,Mellie,63,2011-09-28 03:52:33,85,15,27,2,4.35,0,0,0,0,0,0,4,2,2,2,0
120155,aZkViJl38srR1NlRvw9uCA,Yolanda,28,2013-03-10 12:43:58,54,11,7,0,3.83,0,0,0,0,0,1,2,0,0,0,1
120173,Ply32jYNukX4CI9fQZuD5g,Lauren,26,2012-03-03 05:22:39,17,6,3,0,3.13,0,0,0,0,0,0,0,0,0,0,0
120178,Dg5BEH0cp-uJwZfBUdQnRw,Wellington,28,2015-02-21 22:33:57,15,2,0,0,4.21,0,0,0,0,0,0,0,0,0,0,0
120184,Cm4X2fmgO1brrn1sAF-jXQ,Sandy,53,2010-08-03 19:38:56,60,10,4,1,3.28,0,0,0,0,0,0,1,0,0,0,0
120236,yMlk3HBqiRi0-HIU2jtmIw,Elodie,21,2015-05-15 16:10:50,9,1,2,0,3.91,0,0,0,0,0,1,0,0,0,0,1
120240,HiJIOU_wEbrEqXFXKHprzw,Jon,21,2013-09-04 02:41:07,21,11,16,2,4.45,0,0,0,0,0,0,0,0,0,0,0
120242,cgzsRsQK2z5CpccK1C1qcQ,Bernie,17,2015-03-08 01:33:42,4,3,1,0,4.59,0,0,0,0,0,0,0,0,0,0,0
120249,543kJRqULF7SeThyMKl-jA,Steph,16,2016-01-20 16:05:43,29,5,3,0,3.28,0,0,0,0,0,0,0,0,0,0,0
120262,G0v6XyjPs9rfUiJGwFyarw,John,54,2018-03-03 12:39:12,15,5,5,0,4.59,0,0,0,0,0,0,0,0,0,0,0
120263,SdEpvU4w7sRuKV9KpHArQw,Ari,21,2013-08-25 22:52:06,16,6,1,1,2.3,0,0,0,0,0,0,0,0,0,0,0
120304,ZzsEO-w3pGRHAPYwS_U9Kw,Don,48,2013-07-10 20:22:18,42,4,5,0,3.36,0,0,0,0,0,1,0,0,0,0,0
120345,nDs8kB-Yo5Vv9fz_o2B9ng,MD,99,2012-05-04 17:29:09,40,21,5,1,3.86,0,0,0,0,0,0,0,0,0,3,0
120402,Dz51e0KAXxfs_hgIjpS7vQ,Julie,7,2016-01-30 22:13:48,0,0,0,0,3.5700000000000003,0,0,0,0,0,0,0,0,0,0,0
120406,edqQC-puWOF-i3FPk1TihA,Jess,8,2010-03-19 17:40:22,19,5,5,0,4.0,0,0,0,0,0,0,0,1,1,0,0
120450,3yACy62cgDKjv1jEqSJxxQ,Donn,927,2013-09-02 04:27:44,1577,752,1137,30,3.89,45,1,1,1,0,22,52,65,65,52,35
120456,1u9Smx7QZDjg423TnYnmgw,Kathy,36,2016-04-07 18:00:15,77,14,28,3,3.45,1,1,0,0,0,1,2,0,0,2,0
120459,6cs4zcTSL2QJ1MR3qSYY7g,AK,74,2012-04-06 03:23:56,26,4,16,3,4.6,0,2,0,0,0,0,1,0,0,0,2
120505,Gy4Eynk0F8KXdWLSHAbugw,Hector,49,2013-11-27 15:19:14,28,3,8,0,4.45,0,0,0,0,0,1,0,0,0,0,0
120513,7gmk9RW1BwDax3u9iAlueA,Jami,9,2016-07-26 13:09:59,3,0,1,0,4.5,0,0,0,0,0,0,0,0,0,0,0
120519,UhcKLLQS9I1qYfzm4rJtyA,Bill,234,2010-02-22 01:18:11,281,50,107,25,3.94,1,3,0,0,0,5,10,5,5,10,2
120538,xcGPD8pdfyugcZ8SskvP1Q,Dannie,132,2016-02-05 19:53:09,266,55,78,8,4.07,3,1,0,0,0,13,7,6,6,4,0
120551,UE6e9sCOFW5qSzginRxmHw,Anne,64,2014-08-28 00:52:45,46,3,6,1,3.28,0,0,0,0,0,0,0,0,0,0,0
120567,YBs5kmrbWIlNLjClLBM8pQ,Allison,45,2015-11-22 00:47:02,41,36,37,0,4.22,0,0,0,0,0,0,0,0,0,0,0
120581,z6PtUv99jg41ENlrTmd18Q,Brittany,3,2014-10-12 13:49:52,5,1,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
120627,SgkMoM6hB_Ab7gpYsPxXsg,Cassandra,268,2016-05-23 20:36:06,99,24,40,7,4.21,0,0,0,0,0,0,0,1,1,0,1
120630,Bk7LoohM4xo7SQyvSKDaRw,Henny,21,2015-05-07 04:14:55,26,7,5,0,3.71,0,0,0,0,0,3,0,0,0,2,0
120643,qknhxy1_Zndhi8bhNczl2w,Annette,12,2015-03-16 03:37:14,0,3,4,0,4.25,0,0,0,0,0,0,0,0,0,0,0
120667,pwAcZvwpzMexNa8cfUaOow,Ronnie,159,2013-03-17 17:38:01,126,48,44,17,3.78,0,0,0,0,0,2,3,0,0,0,5
120670,c5gwIrFuB04YeHXUmfacjw,Rebecca,5,2015-05-09 21:42:31,1,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0
120684,JwS6_3rB0qHAphq6uDns8A,Patricia,5,2014-11-21 09:19:01,9,0,2,0,3.2,0,0,0,0,0,0,0,0,0,0,0
120703,mKXjxcjG6iAee9DjjIFd3Q,Jigna,72,2012-12-30 02:50:44,88,9,24,2,4.04,0,0,0,0,0,8,4,2,2,2,0
120707,LKaVXaMKE4WoZK8wNg62Ng,Melissa,3,2017-01-08 17:06:35,1,1,0,0,3.67,0,0,0,0,0,0,0,0,0,0,0
120725,ZMjTmZsIutaPDnyG9cSyCg,Ron,22,2013-09-08 05:17:01,41,3,8,0,3.88,0,0,0,0,0,0,0,0,0,0,0
120726,nB9xgsBEvEnpK_9dISQM_g,Kristy,1,2014-08-03 02:07:11,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0
120752,aVJzmf19XBxRl5HqwCsouw,Tina,190,2011-06-19 05:41:06,80,21,22,9,3.83,0,1,0,0,0,0,2,1,1,1,0
120797,n49jpnIpEejNgY8l9jXU2Q,Kim,35,2015-01-23 19:19:12,18,1,3,1,4.11,0,0,0,0,0,0,0,0,0,1,0
120830,EcJO3nTZHhlt5dtObdK9TQ,Trang,118,2010-08-06 18:58:18,41,5,13,4,4.15,1,0,0,0,0,0,2,0,0,0,0
120839,_m5LRWBLY561gT9b3yUoIA,Erica,10,2015-09-18 02:17:57,13,0,6,0,4.0,0,0,0,0,0,0,0,2,2,0,0
120844,GGcs-Ed_6mcWafBlUMca6Q,Dana,17,2014-07-20 23:55:29,16,2,2,0,4.5,0,0,0,0,0,0,0,0,0,0,0
120872,5WjOkAjC0TC-opcstTvoWw,Lori,6,2015-07-12 18:10:31,3,0,0,0,4.33,0,0,0,0,0,0,0,0,0,1,0
120881,nHBOO-vR0tZpLEdg057v3g,Daniel,19,2013-08-08 11:14:52,23,12,3,1,3.5,0,0,0,0,0,0,0,0,0,0,0
120902,6N06OyqewWlvHPwwbcFMvw,Chelsa,1,2014-05-21 18:09:04,3,0,2,0,5.0,0,0,0,0,0,0,0,0,0,0,0
120946,alsrCsIMrvsRGusd72mErw,Brittany,9,2015-06-03 12:48:23,6,2,6,1,4.7,0,0,0,0,0,0,0,0,0,0,0
120947,H0nR0p8NEaMEku8QF1S0Fw,Jenny,51,2014-09-10 15:52:25,45,8,9,5,3.73,1,0,0,0,0,0,0,0,0,0,0
120952,ENNRxoIrRa_rb41HomweZw,Steven,8,2017-01-06 01:13:42,3,0,1,0,3.56,0,0,0,0,0,0,0,0,0,0,0
120953,bHCwwbbDoMLT2OacNQVyOw,Dr. Richard,88,2016-09-24 18:45:50,61,5,13,2,4.04,0,1,1,0,0,0,0,0,0,1,0
120967,R_W9WlKiA56VzVbRzTULQQ,Emine,13,2016-02-13 01:38:42,18,6,0,0,3.73,0,0,0,0,0,0,1,0,0,0,0
121008,CFz3L6qyL23Ey3PBtTCZzw,Shane,94,2015-03-02 20:23:36,74,11,36,1,3.78,2,3,0,0,0,4,2,5,5,4,3
121058,aZ-5N30YHfC-kCKPZybY5A,Paula,25,2014-08-12 18:44:47,12,4,9,0,4.22,0,0,0,0,0,0,0,0,0,0,0
121062,RplwAwd2iy6bNXS7cDMeCQ,K,85,2013-02-14 23:08:08,94,17,10,2,3.2,0,0,0,0,0,6,0,0,0,2,0
121109,BzyyHTL1p1k9x-unGldr-w,Jolie,19,2014-10-30 23:52:08,20,5,3,1,3.7,0,0,0,0,0,0,2,0,0,0,0
121132,Hqpavrjlqmfrho6ewx4hDg,Emily,44,2013-11-10 03:37:23,20,2,9,0,4.96,0,0,0,0,0,0,0,2,2,0,0
121161,FfpA79xUBpzJjsxB6Qu41A,Nancy,10,2012-01-19 17:38:27,11,1,1,0,1.7000000000000002,0,0,0,0,0,0,0,0,0,0,0
121162,A1JVb7Iw7aSC52M_r_WqRg,Dave,63,2014-11-08 00:57:05,62,12,23,0,3.94,0,0,0,0,0,0,0,2,2,1,1
121247,MiWnvxURJtEL7TVkhjT7CQ,Jennifer,2,2016-03-09 00:18:18,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0
121265,KXUvEyT38xCjaYgVlaiIXQ,Christina,8,2015-11-01 18:57:51,18,0,4,1,3.38,0,0,0,0,0,1,1,0,0,0,0
121268,EJmQxJFes4zw1L2QF9q5YA,John,19,2013-02-13 16:41:36,25,7,2,0,3.48,0,0,0,0,0,0,0,0,0,0,0
121272,kDtvBFXYJp9sYijGHEf4Vw,Ant,10,2014-01-05 17:52:25,9,2,4,1,4.7,0,1,0,0,0,0,0,0,0,0,0
121286,r_GqwhjJCDKB9Nl-PDGNHA,Liz,25,2011-12-07 03:46:00,12,2,3,0,3.58,0,0,0,0,0,0,0,0,0,0,0
121289,iwSNxogOSB1Q0-N_LkhbQg,Candace,16,2017-12-08 02:29:43,24,6,3,1,2.44,0,1,0,0,0,0,0,0,0,0,0
121293,V1swFWt_8ofnG_aj0Sf3tw,Diane,53,2015-08-20 12:08:32,32,3,12,2,3.31,0,1,0,0,0,1,1,0,0,0,2
121304,tB4Ui-p80Y6qkC6rZNQSdA,Lorraine,5,2016-04-03 21:34:45,9,1,1,1,3.8,0,0,0,0,0,0,1,0,0,0,0
121310,WdkVoqNoTOub-OJVNfrJRQ,Sherry,65,2015-04-20 17:45:28,86,15,7,0,2.72,0,0,1,0,0,0,1,0,0,1,0
121321,xgBd3vp5Lu9Z1W8QH-w2iA,Stephanie,2,2015-04-17 22:48:41,25,3,5,0,3.0,0,0,0,0,0,0,0,0,0,0,0
121322,ROIlCe99bhs167MDzQxt0w,Vanessa,48,2016-08-16 18:51:42,33,1,15,1,3.73,0,0,0,0,0,0,0,0,0,1,2
121328,r-KlgmBEM5kRytAg05G65w,Joe,31,2012-04-03 01:58:30,19,5,10,1,4.32,0,0,0,0,0,0,1,0,0,0,1
121344,Rc_q2XUltzeB7f3m3TJNfg,Jen,31,2012-05-05 19:12:48,46,9,10,0,3.13,0,1,0,0,0,0,1,1,1,1,0
121346,xttAx3TUIoq_QtUJs_XGdQ,Jim,13,2013-08-26 23:17:12,14,1,1,0,3.08,0,0,0,0,0,0,0,0,0,0,0
121377,5OYd0HcPkR4hC-lsyUkbyQ,Holly,53,2012-05-28 19:56:39,32,6,7,0,4.29,0,1,0,0,0,1,1,0,0,0,0
121402,feULwRFwfEFoBXnhx5ADnw,Ed,14,2012-03-04 05:15:23,27,7,3,0,3.36,0,0,0,0,0,0,0,0,0,0,0
121451,rE4zfuCcg7ZmwXkpDICCmA,Rebecca,111,2015-02-25 17:49:35,53,9,39,2,4.82,0,0,0,0,0,0,2,0,0,0,0
121457,Og84aqpOQGZlv_aEdtGxSA,Dan,116,2013-03-11 00:36:50,118,34,39,3,3.93,1,1,0,0,0,4,5,3,3,2,0
121479,nsWrO3ptK_w74UvMc5gHNg,Jon,83,2012-07-28 17:15:51,40,6,6,1,4.67,0,0,0,0,0,0,1,0,0,0,0
121514,wPXs52DNrok5_tRp0q-ovA,Charles,81,2010-01-22 20:49:16,99,11,54,1,4.51,0,2,0,0,0,0,3,1,1,1,1
121527,xkV-qz_elNNOguvUdw8D9g,Tim,28,2016-01-09 17:23:32,12,2,0,0,3.5700000000000003,0,0,0,0,0,1,1,0,0,0,0
121528,RazpBXUfxdN2jDemtXfy2g,Jackson,101,2013-11-11 18:29:11,120,12,70,2,3.94,2,0,0,0,0,7,3,8,8,6,0
121531,1B2gJozV5ANcxsxOO7rybA,Robin,41,2016-07-02 18:29:42,22,3,4,0,3.8,0,1,0,0,0,0,1,3,3,0,0
121547,r8oK5vfSE5E9St-0gCN9uw,J.O.,51,2011-01-19 02:35:08,75,18,12,2,3.03,0,1,0,0,0,3,0,0,0,1,0
121554,AzBxXz7vhGaCCcikjz7qeA,Timmay,44,2016-10-11 01:26:43,36,11,10,2,4.13,2,1,0,0,0,0,1,0,0,0,0
121610,V-P2FBdieqcciVFt9WDh5Q,Pui,16,2014-01-02 23:32:50,4,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0
121632,ixtKgePFibGVpyMrPogstg,Leah,225,2016-04-17 20:47:46,467,97,217,13,3.68,6,1,1,0,0,8,8,5,5,2,6
