,user_id,business_id,text,date,compliment_count
118441,O158aoxCg2MqCmWwHdseYg,NIQWO-Q_F598XlAvZnFVCA,Lets touch,2015-02-08 22:49:00,0
118464,FXdyaWuUOmyW6svv3njB9w,OrE8LhQpKVXTA6gJyu5G9Q,yummy getting my bun rieu fix. :),2011-05-26 01:31:55,0
118471,87UCNW0g5gygrglDxjyDRQ,UX3eq0WsVva-cqlVrzyzFg,"It's packed, was forgotten at front door and table. Dinner taking 2 1/2 hours? Bad staffing by management.",2013-04-21 01:31:58,0
118499,bJ5FtCtZX3ZZacz2_2PJjA,7hpUoYdAVToZXwuPRgoqdA,Can't go wrong with the specialty lattes.,2010-08-15 20:29:09,0
118501,8qjrQWrbszkYu-YkwRe42w,y9yUyB9qldKaibuhJkC39w,Crazy fast shopping on the way home from work!!,2011-11-22 00:44:41,0
118516,UrkQm1PTMhXeSwj649ErKQ,lNsnmur2Df2oK9ywyY0H3g,So good! Vegetarian friendly too.,2015-03-15 20:54:11,0
118649,Nx1ULSgBxiwq7I1LkF_fWA,6Z89Ixagyc0mrVnyZHiIVw,"Crab cake appetizer, macademia crusted scallops, stuffed grouper and tilapia to die for, dessert caliber banana bread and of course, Stella Artois..the perfect dining experience!",2012-06-23 23:45:01,0
118673,0k0_m7JxDjjaGMgKV1p3_g,A0Jeadkkxq63uP2r27_6fw,"I like full service!!! Nice people, good job",2018-02-06 15:41:40,0
118711,S5-yNGUdDoSnp5A1puYjIQ,2VvIvL-Dyp6QTk0-KfYeDg,They now have Queso!!! New location that just opened up!,2017-09-13 10:51:35,0
118793,wX7LaR8VysP0mokUcn590A,o2i4AvqF6Q9lWK-wksxzuw,Drenched in butter is not a legitimate style of cooking . . .,2013-12-30 00:56:18,0
118914,Rx-113l9m4ex64C8DZPEbA,OrE8LhQpKVXTA6gJyu5G9Q,"Very quiet around 6:15 on a Tuesday. Only one other table, and they are on the other side of the restaurant. The side with the aquariums and the bar is very soothing, quite possibly due to the blue lighting. Imperial rolls are freshly fried and very crispy. Ordered #1 (the very common mixed beed pho) and #42 (flame broiled pork). Pho is a little lackluster, pork is very well flavored and tender.",2014-07-02 01:37:16,0
118922,vRp6jlO9M6wLi150CvX6Ig,fimN43BUUakBXeRUQqkYvA,Has a Clover machine and a long common table by a wall with pictures of local buildings and maybe one too many of the first Sbux mixed in.,2014-05-03 00:30:31,0
118975,euqk-oF5cew9UReNnHXN4A,9D7dDnaZZglUOj75xFy-nw,I  highly recommend Andy! He is great on what he does and friendly.,2016-05-21 01:49:14,0
119158,7I1QQuXPdZq2Qi_j08C1Xg,fT4jl8pcXCxKBrM85XjXSg,"Looks small from the outside, but big and beautiful on the inside! Great wine tasting on Thursday nights at 6. Gorgeous granite bar.",2017-01-12 03:54:08,0
119160,RIGK_1hsnHD37_rzlSS6rg,zUJMvjK6aBeQtVCowZ85-w,Loved it every time I've been here . Food taste fresh and smells great !,2018-03-01 10:58:09,0
119183,Aw0x_dXz8rQbP6ZoYE8Y0g,54NQk8KBYd8lMD3bLVbrAQ,Store hours.,2015-07-26 12:02:23,0
119193,0_eWZ9uSQfsE6Huvbc85fA,-Tnsc_b8dsWuAq1wQugKZA,Isabelle is a great server.,2013-06-07 22:24:52,0
119349,Bjk0URaYFA8k8F-Cmxltag,APW4-ESYGTIn17mY189Osg,The seasonal menu items are a great taste treat.,2016-04-18 18:20:09,0
119446,vUIydOj8gaNwXaTXTF3Y3Q,pS0JDcoLns_IBz0epTWqrQ,don't forget to sign up for preview week for when they open!,2018-04-15 18:35:05,0
119461,gccS8e4SvL53XxZOG856Wg,6Ua4Pu_2bXuxpaxDyUA_BQ,Its Bear night at canvas lounge.,2012-09-30 03:23:02,0
119463,Xflos_NjAxc5mEwg-uaFNA,lNsnmur2Df2oK9ywyY0H3g,"now that I've eaten in peru, I can definitely confirm that this place is super authentic. and delicious. and they have chicha morada. and of you bring your own pisco, they'll mix you a pisco sour!",2013-09-08 22:19:56,0
119472,vRp6jlO9M6wLi150CvX6Ig,UM6XgOtTX4DWWcGDTWtjEg,"Friday, all Soul vinyl dance party with new DJ Lord Soul @handlebar",2017-09-23 00:08:15,0
119538,4KLo3H_n2nGagWpjix3xsQ,dIpTuL2T1L98GQGU17IeSw,Loved the food. The waitstaff was so friendly and helpful! Amazing place in Ybor!,2014-09-24 01:20:27,0
119619,b-05O8JtzamgsJOrfhkw7g,vrQCClTDrPSbIHO-ub8qFg,"Simply put, the food here is delicious.",2016-01-30 02:19:40,0
119631,NcVQ7fhQIkwxfhUTnW1LvA,el6K1DsZRnKNNaZ14YGMHQ,This is a great spot highly recommend..support,2017-07-21 21:58:01,0
119680,tELM2J8-0YWr80833psefQ,qWZimITbVwNSGJZsuM47-Q,It was just ok. I was not impressed with the Spicy pho noodles.,2016-08-21 22:46:08,0
119763,fGknxbS-L536ahwrsT_-ig,c8rjE6NcfeyzLB_aU1GdMA,"Drinking by myself, got nobody else! But I don't really care! You see me!",2013-09-22 01:13:49,0
119808,N9hqTPQu2bmI8c2Pj8F1ww,K8b2MQ5Az59-nzvqUfjJEQ,"Serving their last dinner on Sunday, 5/29/2016. So sad!",2016-05-27 15:46:12,1
119810,JBNsCGoWckQ5QIWZsrdlvQ,ZCURd9PiH4qdEjQfrIZzFg,Melisaa p - Go check out sandbar In your cute dress. This obviously is not the place for you.,2012-08-09 16:38:20,0
119839,0PDCPEkIQvAjkgNohYI1NQ,vrQCClTDrPSbIHO-ub8qFg,"All I can say is ""yummy-oh-so-good!""",2016-07-07 15:53:49,0
119860,Ao2NX8ZRvBoMIK-no7ESGA,dIpTuL2T1L98GQGU17IeSw,"Thank you yelpers, u never dissapoint. This place is trendy :)",2012-04-21 02:09:56,0
119882,Vw2_RzG6q49ckf-XGohjOw,dIpTuL2T1L98GQGU17IeSw,Light crowd on Sunday afternoons.,2012-01-29 16:58:45,0
119995,vRp6jlO9M6wLi150CvX6Ig,fimN43BUUakBXeRUQqkYvA,"Location was an independent Italian espresso bar & gelato shop in the 80s. Even though Starbucks took over this spot, and later built a much larger store around the corner & down the street (now massage & sandwich shops) this location remains. Better sidewalk tables at a nice intersection.",2014-04-19 13:23:12,1
120055,v0EotJGledWfectNMW7oww,dIpTuL2T1L98GQGU17IeSw,Ginger Peach tea is perfecttt! So refreshing! Add honey for that subtle sweet touch.,2014-04-21 19:36:51,0
120072,TuDoLdAf7-rS5NLyMCTreg,edO1Rej_-_I4vPSVYIZ5NQ,"They might be closed on Saturdays. I called repeatedly for about 45 mins around 6pm, but never got past the recording.",2014-08-06 14:42:45,0
120085,bJ5FtCtZX3ZZacz2_2PJjA,A0F-h3xJm_6gHDKcDQwSrQ,Marscapone and Nutella flavored gelato FTW!,2010-08-16 23:38:20,0
120228,RMVHwLSxS0LdLtLY7MiMQA,C1n7Nea51yeHuHznuqzWvQ,Note their new address: 7925 38th Ave,2014-01-22 16:46:56,0
120267,23yyDv2Q5R0xPRazb3EVmQ,f_xxwfH2g_WkOdtDq5LFNg,Get the Super Fries!!!!,2017-08-15 02:20:13,0
120286,bJ5FtCtZX3ZZacz2_2PJjA,7hpUoYdAVToZXwuPRgoqdA,They have a downstairs!,2010-11-07 21:19:27,0
120300,XZ11kFkzkqJ9R8Clyt2uLA,dIpTuL2T1L98GQGU17IeSw,"Dad service, don't event try to come to this place on weekends. 30 minutes for each drink and 3rd time we are chasing waiters to order our drinks.",2015-12-13 01:47:11,0
120510,l6NnZKnWXraQnGV33OIZVg,4RMHlggaIdNibPUJPVEd6w,The food is getting better and better here.,2011-12-19 22:02:52,0
120554,XBF2nlGLza-KCOv18KTjxA,zmLhgTlXQn3ZP09MIFEc4A,"Amazing food, lovely lunch, nice valet, great wine, service, I am a regular",2018-04-08 23:34:42,0
120629,vRp6jlO9M6wLi150CvX6Ig,UM6XgOtTX4DWWcGDTWtjEg,There is an old style storefront/house right next door that would be amazing as a late night ramen counter/diner style snack bar. It's lined with white  glazed brick. People already fill the sidewalk at night you just have to be there,2016-06-13 04:09:49,0
120667,OFj6KTUzQaAi-ilVJ1OxlA,JZVK_yoV48O_2gDykG_1Ow,New owners in the past year- so take into account when looking over older reviews,2017-11-28 09:30:50,0
120708,TCOD3wGpANGyAp7mvyMtTQ,WtUxi5n8KlQdfgHZfB2Fqw,There is LIMITED seating here; only about 6 tables.,2018-04-05 23:18:33,0
120715,XnEIk1nsxwUhIN5kENsPng,NIQWO-Q_F598XlAvZnFVCA,Don't go to Eureka burger,2015-05-31 05:35:24,0
120978,V0eD9m-9OCv44tFDzWCwkw,GlYN-RJyL_YwxIqsSDo1ag,"Friendly service, great prices. Greasy spoon under new ownership & worth checking out.",2010-04-04 19:32:11,0
121002,29iHfQysJu-a324U0uV8yw,CZ2KPQtt0ah0up00YK0Ypg,"Bring your appetite! It's not called ""2 Fat Guys"" by accident! Get the Flintstone Rib!",2011-01-21 00:06:59,0
121009,vL8d6QkbYqK05GaU3yWN6g,JUlsvVAvZvGHWFfkKm0nlg,The best veggie wings! I'm addicted,2013-05-06 23:48:17,0
121062,CNoeitzLW-qFDd2BkMZAsA,sKdF_rwYyLa2NM1dlG0-Sg,Yuck,2018-02-14 04:47:15,0
121082,J-cBN6WEHquT1lWYVieQwA,cOQut1D8mh-gec3qRrN0xg,Also when you make a review he has them removed! Way to run a business bud!!!,2013-08-27 19:14:43,0
121114,tXlKQmErF4nVeqLgwk8h0Q,qWZimITbVwNSGJZsuM47-Q,Favorite place ever! Awesome service! Great food!,2017-03-19 20:46:24,0
121130,tNJs4JuOFZkvBV4VOCwhNQ,kk_oEw1j3xQ-cJaAII8A0Q,Well organized and stocked whole foods section,2013-01-02 17:55:23,0
121162,QdsCvj8A9CQpach6_-f2uQ,JUlsvVAvZvGHWFfkKm0nlg,Blood orange margarita is refreshing!,2017-10-03 00:59:02,0
121198,9DOAjpme_63zW57tlAFxHQ,MlEhwiOJpKe7VuO-IDCZqg,"I see a lot of cool colors being used...blue, purple, pink...OH MY!!!! Maybe i need to get on board with this!!!",2017-06-06 21:26:57,0
121247,cN9tcPLKyMJqtizgY4nUdQ,sAl3Paa2co9Kw87UruMYEg,"Free, hot breakfast every morning & free Internet",2014-04-12 12:25:42,0
121259,CLYcppWnrKudHyIdqF8Qdw,_E0WPHfJEYmwOUCAj-Jq1A,Worst place to try to get a drink while playing,2016-01-01 01:09:00,0
121334,ymrd0guGWD9fB1V0zeOBrA,NIQWO-Q_F598XlAvZnFVCA,Fun place for a great beer,2013-07-21 03:15:35,0
121393,7xJOQAiponT69sYFwT6www,QWqKTWQ2OiDgo3dzNkpung,"Amazing food! tofu soups are delicious:) 
Highly recommend trying this restaurant",2016-05-28 20:14:25,0
121416,TSPqvlIQGQhVbEwHlCemTA,GlYN-RJyL_YwxIqsSDo1ag,Incredible menu makes it impossible to choose,2012-06-11 18:29:06,0
121432,0_eWZ9uSQfsE6Huvbc85fA,-Tnsc_b8dsWuAq1wQugKZA,Isabel is the greatest,2013-07-19 23:21:12,0
121457,yQ3_yaepq3CUsD4hDJQunA,JUlsvVAvZvGHWFfkKm0nlg,Quizzo on Tuesdays @ 9,2010-09-01 02:22:03,0
121510,qRGFomN6kYoIzfR7U6exJg,AP_sb7dETsflRNNkJinYUQ,"Ask for an entree size salad, the difference is size is huge, the difference in price is only $2. Their regular size is the size of a side salad- way too small.",2017-12-24 23:10:53,0
121554,fa-w9QJs3kPMpnzyzfJXoQ,UX3eq0WsVva-cqlVrzyzFg,Taco Tuesday! Yumm,2010-05-04 19:42:10,0
121600,eg0cwrodeKGLeLIDTSCXoA,7hpUoYdAVToZXwuPRgoqdA,Library quiet.,2012-12-13 00:42:18,0
121753,I7mS3h73391itzYU3gp7CQ,D7Os2-9ApTGmNyzidqfwGA,"My first ever Spa experience for Angie's Birthday. Pretty awesome so far, if a little disconcerting for a classic non-metro male.",2010-10-02 15:05:55,0
121784,RV6jCYalyY_7TVqcr2nN3Q,YNAjAJFVqbbQsWBu10keGw,You must have the Mini Pound Cake! OMG!,2016-01-14 01:28:40,0
121905,ET8n-r7glWYqZhuR6GcdNw,A0F-h3xJm_6gHDKcDQwSrQ,Delicious iced green tea!,2012-07-12 16:22:10,0
121939,oIBjZY0Z5NxvBPiHEAjg-g,fimN43BUUakBXeRUQqkYvA,Now accepting mobile orders!,2015-12-05 21:19:22,0
121984,tHV7pxP4deP4Y82J2YIxug,HsibLfc2XD7Gh7Hbd1WfJQ,Group fitness classes are being discontinued at end of December 2012.,2012-12-06 02:55:02,0
121986,sjZdfxnyqZlgToDx3gr8Gw,S2Ho8yLxhKAa26pBAm6rxA,"Not worth the money.  

Muffuletta was greasy and service took quite a long time.",2017-04-14 13:30:36,0
122021,OZxhsjtKvf3bBymxaKiUkg,6Z89Ixagyc0mrVnyZHiIVw,Avoid the regret and go somewhere else,2018-04-25 22:27:20,0
122137,bZ-Mpq1dwKAQZ_hLjEgofQ,NIQWO-Q_F598XlAvZnFVCA,Eureka is celebrating Passover. They passed us over several times.,2016-03-26 21:41:21,0
122309,BSztBAUdgOQBSUwF7gCHPQ,XpTNCVbO5wL1DtDyKzKqfA,Excellent selection and quality.,2010-10-04 18:26:15,0
122386,vRp6jlO9M6wLi150CvX6Ig,UM6XgOtTX4DWWcGDTWtjEg,Now they have an indoor bike competition on Wednesdays from 7-9 PM. You don't even need to bring a bike. They have two track bikes bolted to rollers and a whole wall projection screen to show your speed and time. See which of your friends are fastest on pedals or challenge all cyclists. Free beer for winners too,2015-12-09 01:17:55,0
122466,ZxYWJwMAvsgF8oThTlCcFA,S2Ho8yLxhKAa26pBAm6rxA,Excellent food and blood Mary!! The jambalaya pasta was yummy. Highly recommend.,2016-02-27 18:03:05,0
122554,ryfbBDgvpMIRDPkrirSCig,GlYN-RJyL_YwxIqsSDo1ag,"Deeelish, eclectic menu. Very southwest!",2013-11-22 16:42:08,0
122565,5PrfLVWbSuDb645jolZCzw,edO1Rej_-_I4vPSVYIZ5NQ,Pancetta and Brussels sprout pie is the best pizza on earth,2012-11-30 00:44:27,0
122602,sJCbtfFgpmt15tS-o-nAZA,j7eBypL-DlgQjxPGjtvxvg,Always love how quick you are in and out! Don't even have to get out of your car!,2017-01-04 18:39:04,0
122622,D9aHjEUCvm6TrtoXeaZ2CQ,2myVMP_l-9f9JIZewm19Cg,Loved the service and our room was very comfortable. We will stay here again.,2016-11-13 06:13:18,0
122712,ze8SzGfF9m8KxuLs0KIqmg,2s5lNFhwWm_nBl3BFvrjLw,They do a great job!,2017-12-29 19:40:11,0
122732,QVF6N_zIJm1sRoxFAEJVeQ,0bPLkL0QhhPO5kt1_EXmNQ,Best Italian deli in pinellas County.,2013-10-21 18:46:35,0
122769,q9Y_WPKdlLWTNVmRtuFgEg,hYonVJe6xzVBHHT2FLo4zg,"Take it from this Chicago Boy, Nashville finally has a proper pizza place.  The deep dish is as authentic as it gets.  The sauce is tomatoey but light, not over powering.  Cornmeal crust is great.  I had the sausage patty and the definitely get one over even on Gino's East.",2014-05-03 19:03:18,0
122772,rjkI8yFsbHMiaK9K5rffYA,nIxepiPUk5FUfL4u9EFfew,The bartender has a beard that will cut you to the core.,2014-03-10 00:00:14,0
122938,6FySm4PdV3NGSpxUCCJhBg,c6GTImF01z981_BNJIye2g,"By invitation only, sign up its a great experience!",2016-04-13 22:42:33,0
122956,X5aJnRNJ6QlYOlIyEQphQg,OrE8LhQpKVXTA6gJyu5G9Q,Try the fried pot stickers.  The breading is unique to any other pot sicker I've tasted.  Try it and you'll see.,2012-11-20 19:59:21,0
122980,cFOTv010sWNaT6kRs1tIxA,QWqKTWQ2OiDgo3dzNkpung,"Go with seafood soft tofu soup (with spicy level 3 out of 5). Don't forget to pour hot barley water into emptied stone rice bowl for a ""dessert"".",2013-10-14 04:17:54,0
122994,K9-PqJ3medDmtdJZnUCsGw,6Z89Ixagyc0mrVnyZHiIVw,"The guava salmon was to die for!!! Wrapped in bacon and stuffed with fresh spinach, slathered in guava BBQ sauce. Absolutely divine. And the service..... Best I've experienced in Tampa in a very long time.",2013-04-06 01:17:11,0
123102,003mw5v4fImFrzMuvtgUxA,2vsHDnVOwO54rKCt1An3pA,Very good pizza in yardley area,2016-03-16 21:57:58,0
123244,LsDe48yc7La2-FMmKlJdjw,0hCrds3sgFAYzsZolg3jcg,Love this place! You can find things here that others don't carry. Great selection!,2016-03-29 14:17:33,0
123253,nXsh9X75u5dnMd8BS0Ce1Q,-Tnsc_b8dsWuAq1wQugKZA,Food is good but the spices were weak. This was the least hot/ spicy mexican i have had and this includes don poblos and several others mexican resturants i have been to,2013-10-06 02:20:59,0
123273,g_KrpL3aGnOfriY5dibvng,I1mKxV_Z6WBARNkSCWxu6g,Great prices if you pay cash,2012-08-22 01:53:46,0
123280,GlHFSJaO7jaahqWV2hfl7A,q2rNovrR1ygAr5TLHSX70g,They turn out sandwiches quick. At lunchtime they can run out of certain breads due to the high traffic.,2012-06-14 17:36:08,0
123381,uQjAJS1_UTWDUZyTPEHdMQ,S2Ho8yLxhKAa26pBAm6rxA,Friendly staff and great food. Very touristy.,2017-05-28 02:35:46,0
123557,4ar_JIcILwnnsWZUjkgACw,7IdIGemGZodDAA_9mJCigA,Great breakfast. Super coffee. Friendly local owners. Impressive food quality.,2016-01-12 19:40:21,0
123731,1uky6-EjHtVo1QpFRDhZgw,H2nFgEFitRk7ltE8IRH0xA,Be sure to double-check your bag before leaving. They seem to mess up a number of orders.,2011-11-09 18:54:57,0
123753,-arglvek5r78Z9blCaJgXw,D7Os2-9ApTGmNyzidqfwGA,Brandi was amazing! Ask for her ;),2014-05-20 18:35:09,0
123793,cXygp0ImOmk69aazAm9V0A,WtUxi5n8KlQdfgHZfB2Fqw,No more Black Bean Brownie. They actually crossed it out on every copy of their paper menu.,2016-04-15 21:24:18,0
123828,bJ5FtCtZX3ZZacz2_2PJjA,7hpUoYdAVToZXwuPRgoqdA,usually houses the best coffeehouse artwork.,2010-09-06 00:22:41,0
123841,oxpfSR5tm2ClwF8TpriIAA,W4w89o1veJ7yhJKHs6Pdtg,Don't go to NAIL ART 7065 W. WATERS AVE. TAMPA FL They are horrible. Cindy is a joke and Tony needs to retire. They are Unsanitary and Inconsiderate. They do poor quality work and if you don't like it you have to pay to have it corrected. They say they don't guarantee there work. I say I will share this nightmare of experience every chance I get!!!,2017-07-26 17:06:19,0
123876,5L4QEmVmeiriQQmMw6gDKQ,GMjmrbksSxabPHYmhjsOEw,"On guns ignore the price and negotiate, they will come down.",2011-12-10 17:48:59,0
123942,smoKvKYu9jW-Kg4lugrSCw,iBRXLFWD7PeSYDbKsd_JTw,Best Thai in town.,2013-09-02 20:28:24,0
123999,N9hqTPQu2bmI8c2Pj8F1ww,4RMHlggaIdNibPUJPVEd6w,A bar while you're waiting for your train!,2015-04-06 14:57:57,0
124234,fFWYi59ABi4Zjitm5XxW7g,_KSRzh-ZxwKB3YcRlZQsGA,Ice cream craving....,2012-05-13 01:13:58,0
124318,muoWLXnkWinmkayz9p5qyg,JEHLdDbFMS1tEMSgaKfJxA,The food is really good.,2015-10-25 00:19:15,0
124330,_xLE-64krPVobffJHF5bVg,ZfbeERrUqkP48cr0rey3Mg,Rude Staff.. Fake.. Just another day here,2014-05-05 18:22:30,0
124385,rZ95x8chskMrC5RYMiXP0A,c6GTImF01z981_BNJIye2g,Located behind FedEx Office and 5/3 Bank.,2015-08-22 16:11:30,0
124480,Qc2iqVraqnuA7efVdWscOA,o2i4AvqF6Q9lWK-wksxzuw,Yum!,2012-09-14 23:15:37,0
124504,VR45vj3GSBpCQpxnl-LX9g,G_gkdBVK8N5Sp9CSGnYeMw,"Oh, Matzo Ball Soup, how I love you.",2012-09-11 15:18:39,0
124657,ndjykLXtGGJrw9J9bu_zlg,hYonVJe6xzVBHHT2FLo4zg,"Wow never paid $40 for a deep dish pepperoni, and drinks.",2014-08-03 02:41:01,1
124666,2VUGBANY2cihfH84ptDp0A,CVt2-nlsxOz5NSdM35NSkA,"You'd think they'd have some vegan options at a ""tofu house""",2018-03-22 22:46:26,0
124689,DMx9EJox_ZlUHgrQE5JvGw,A0F-h3xJm_6gHDKcDQwSrQ,Largest Capogiro store in philly,2014-03-09 18:53:36,0
124700,0_eWZ9uSQfsE6Huvbc85fA,-Tnsc_b8dsWuAq1wQugKZA,Great food and service.,2013-03-20 23:12:31,0
124708,6FySm4PdV3NGSpxUCCJhBg,c6GTImF01z981_BNJIye2g,"You need to get on the email list, spots go quickly!!",2016-08-30 22:23:55,0
124719,Kdx2jNcOIWpCqjEIunwK0w,5cz1XbgalpQ89gsNQwneVQ,Not good.,2018-12-30 18:34:13,0
124734,jW0dMh7RsBeP7Cvnvfe6NA,4RMHlggaIdNibPUJPVEd6w,Hidden gem for great beer,2011-12-23 20:54:05,0
124746,P3Oau-8xXukVdc42JVq0Xg,TQloD2_k3J67Q1J_picgfw,Slowest Wawa ever!!!!!,2015-08-13 01:10:53,0
124839,En0bZEBJ9KpmJKbptBBz2g,jZopvCpfHl3S5eSMDjizpg,Watching ESPN while getting a good cut. Win.,2015-02-20 15:54:58,0
124856,JBNsCGoWckQ5QIWZsrdlvQ,ZCURd9PiH4qdEjQfrIZzFg,"Everytime I have gone, either the burger wasn't cooked or taste the same or the fries were worse and worse. Chicken ceasar had no flavor at all I felt really bad for the place.",2012-09-09 16:46:43,0
124918,o-5BF8nIWEescfQXaHs1qw,w2GjoN7WwkUZCpLW9xkz0Q,"Best around hands down. Hears you, humble, attentive and gets it done right!!",2017-02-27 19:26:57,0
124949,vRp6jlO9M6wLi150CvX6Ig,UM6XgOtTX4DWWcGDTWtjEg,"Updated menu is based around their amazing flavor thin crust pizzas. All natural ingredients, lots of toppings included for $10 or 50 ¢ per extra topping. Better than most STL pizza, because it's real STL Pizza. 1/2 off pizza during happy hour 4-6pm too",2018-06-29 02:39:22,0
124974,0_eWZ9uSQfsE6Huvbc85fA,-Tnsc_b8dsWuAq1wQugKZA,This is a great place for authentic Mexican food.  The staff is friendly and the food is great.,2013-10-12 23:48:42,0
125028,AnYYU4w3vFg4v72H9FC8jw,o9jFWOpK9ty5vZUQTE6z5w,A lot of choices,2018-04-12 01:43:28,0
125055,-vPtYuV_dMPb0Bbzg9ECVw,fNfnyVFfn7B9zuU7cYyk3Q,You can park for free at the courthouse (Liberty & Virginia) parking lot on weekends and after 5:00 on weekdays.,2015-04-18 10:02:13,0
125057,LzluDZICR_vNdF6jIS-hqQ,hYonVJe6xzVBHHT2FLo4zg,Get a deep dish pizza as long as you don't mind the 45 minute wait.,2014-05-28 18:43:05,0
125100,EHkOfvfgot8tm0agVd5sFw,S2Ho8yLxhKAa26pBAm6rxA,Chargrilled oysters were awesome!,2018-03-28 22:34:23,1
125139,ymrd0guGWD9fB1V0zeOBrA,NIQWO-Q_F598XlAvZnFVCA,great place for hoppy hour!,2013-07-08 23:43:01,0
125197,JBNsCGoWckQ5QIWZsrdlvQ,ZCURd9PiH4qdEjQfrIZzFg,Bartenders are that good. They are using jiggers... What u don't know why a 4 count is?? One of their bartenders is slow as can be. And shakes while he pours. So he poured my whole drink on the bar matte.... And Kevin I think his name was... Boy with the watches... He is a joke.,2012-08-22 01:32:56,0
125211,A98AX9g48PTDmJCqrW9OUA,4vLJd8N3wy_Q_wu_DZuRag,Awesome bagels and prices!,2018-09-14 16:22:58,0
125260,sv_UKoYhdlZoB6RHwTREkw,kLG2-BOk3YHDXS8PCxekZA,"Bean roll after bean roll, CHICKEN WINGS, I like it I like it!!!!!!!!!",2015-08-23 19:21:13,0
125287,TF9tFJLuVdu9zzjH2wxcOg,o2i4AvqF6Q9lWK-wksxzuw,If your in KOP an are in the mood for good drinks an seafood I def recommend Legal Seafoods! .89 Oysters in the bar area!,2013-11-06 22:15:40,0
125372,1QRuakxdTeRL9VbUsXMM1Q,G2W56pUxgJs7UzGcSL0EdQ,Nice chill spot.,2019-08-11 15:12:56,0
125589,6FySm4PdV3NGSpxUCCJhBg,c6GTImF01z981_BNJIye2g,"Reservations only, hard to get an opening so watch your emails.",2016-04-13 22:41:36,0
125613,Rx-113l9m4ex64C8DZPEbA,UX3eq0WsVva-cqlVrzyzFg,Delicious margaritas - and you can mix flavors!,2013-06-23 01:22:33,0
125661,8WqiNsZeB89dDPOYbdHX9A,kWrn-inIIahiSFWft-13qQ,The best Italian restaurant in the area. Love their daily specials. Never disappointed.,2017-10-16 01:03:10,0
125705,N9hqTPQu2bmI8c2Pj8F1ww,NQ01WqVX0tojNHKn-0sFww,Every weekend there is live music!,2015-04-25 20:33:34,0
125747,ymrd0guGWD9fB1V0zeOBrA,NIQWO-Q_F598XlAvZnFVCA,No crap on tap!,2013-06-30 20:50:03,0
125762,i5y21nKFGCAorLATnwZyyQ,6Z89Ixagyc0mrVnyZHiIVw,Sunset dinner special not so great...,2012-02-01 22:56:37,0
125765,bJ5FtCtZX3ZZacz2_2PJjA,7hpUoYdAVToZXwuPRgoqdA,Love the house dog!,2010-08-14 22:50:46,0
125912,LO_I1QCVgzspKODP5HZ1Dw,nIxepiPUk5FUfL4u9EFfew,Can't Drink.....So Just Enjoying Pizza & Root Beer!!!!,2011-12-13 23:38:35,0
125950,djxnI8Ux8ZYQJhiOQkrRhA,ZCURd9PiH4qdEjQfrIZzFg,A great vantage point for watching the Fiesta parade,2013-08-02 19:59:08,0
125956,MyjXb2mShB1pXsOkM4Vlkw,UX3eq0WsVva-cqlVrzyzFg,Their website advertises $1 all drafts on Wednesdays. FALSE!!! I guess I should have double checked with the bartender but when it's on their website you would think they stand by it right? Three beers I thought $3 nope $15! The old boat and switch!,2014-08-21 04:36:33,0
125991,k0SVhID8J316RWnnA4Lykg,curw--Uj4rIWSRq69J_j8Q,Best Brazilian wax ever;),2012-02-03 16:20:46,0
126009,tv-mJhhzGSNVNX4j39kZEg,OrE8LhQpKVXTA6gJyu5G9Q,"Surprisingly good Asian food for Reno. Not too salty, comfort food noodle soup.",2014-12-22 03:15:20,0
126107,y1Gfyir4WNyWPKePH_q_rQ,7hpUoYdAVToZXwuPRgoqdA,Nice little place to have your first date or chill and study. The coffees are great!,2019-05-10 17:57:33,0
126146,czPNMoz4Hb06U38Mb0Lg_A,kWrn-inIIahiSFWft-13qQ,"Food, service and ambiance was excellent!",2017-09-18 18:14:11,0
126319,uSSSaIMogoFemZAhEOhXoA,dIpTuL2T1L98GQGU17IeSw,WiFi Password - freeloader,2018-12-26 16:44:22,0
126411,N_YFe5t91nkjmCL0uY4Svg,NV6zZPb5OGVpyX4JrSzUPg,"**Ask for your food to come unsalted.** Base on my own experience and multiple reviews on here they tend to overuse salt, so just ask for it unsalted and salt it yourself.",2018-03-11 19:31:25,0
126418,_yOvMEAE7xErdpHrk_sG5Q,C3ZfQoD9Y9cFk4KUgmf63Q,Deals and.more deals,2018-05-27 11:00:36,0
126481,Uwdei1THVCYgDl0V7VXtow,S2Ho8yLxhKAa26pBAm6rxA,Stopped here for cocktails late night. Nice atmosphere,2019-10-04 10:51:19,0
126484,leGhN-KSfIdIho2IFd47lA,OrE8LhQpKVXTA6gJyu5G9Q,"A few vegetarian dishes, trying lemongrass tofu today.",2011-06-19 22:50:46,0
126654,rqDES6nF5pwKRBfAcTSQ4A,zXnFTbBeqWP8A3YvmFme-Q,They are just awesome here,2011-08-03 14:13:18,0
126789,vRp6jlO9M6wLi150CvX6Ig,UM6XgOtTX4DWWcGDTWtjEg,They have 1/2 pint glasses if you want to go Euro style on some of the hoppier or sour brews without blowing out your tastebuds or wallet on the first one. $1 off beers at happy hour. Try new beers for less. Beer list in back of the menu & on the screens,2017-10-05 02:37:48,0
126957,LO_I1QCVgzspKODP5HZ1Dw,dIpTuL2T1L98GQGU17IeSw,Clubhouse Sandwich = Delicious!!!   Add Avocado!!!,2011-12-08 23:48:05,0
